no,ID,Location_group,Location,Collection_community,Year,Year_hair_growth,PCA_NameYearGrowth,Collection_type,Sex,Age,Trend,Trend2,Cu,Se,Mo,Co,Zn,Na,Mn,Mg,Fe,Cr,P,Ca,K,Cd,Si,Pb,As
311,514-MX501,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,,0.179784496,0.009350942,0.00025,112.174807,38.40925484,0.282993569,91.4287876,6.35211562,0.019614028,,508.1838906,115.7004412,0.0025,,0.694666106,0.0025
315,514-ULU014,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,4.158780502,0.154375427,0.027719703,0.00025,86.01901101,17.37992168,0.249773687,55.919298,7.08595436,0.003491957,,297.4044135,57.88849018,0.0025,,0.019756224,0.0025
316,514-ULU015,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,5.571310374,0.240405789,0.009966829,0.00025,109.3607815,20.99071891,0.338789253,69.74313673,8.304089631,0.014983801,,426.2518694,90.3385811,0.0025,,0.0108868,0.0025
321,515-MX557,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,5.255849714,0.251799147,0.013051478,0.00025,116.6271422,319.5362227,0.310532806,164.6902021,6.525783128,0.039263692,,319.2765656,117.8647172,0.0025,,0.010866287,0.0025
323,515-MX561,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.712773069,0.240827488,0.012710403,0.00025,89.29970637,12.69563912,0.292039508,120.694816,6.81213484,0.035022403,,375.9445612,48.97658815,0.000687775,,0.013951809,0.0025
324,515-MX562,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.861716101,0.316118435,0.001103899,0.00025,86.34995067,63.14384382,0.412483146,188.3196997,6.063276627,0.091506956,,391.090106,147.8162463,0.0025,,0.025219284,0.0025
325,515-MX568,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.881574146,0.193189073,0.051392054,0.00025,91.40503745,23.28174931,0.270846361,92.02742264,5.805925904,0.046500627,,352.6916862,67.83107809,0.0025,,0.05942586,0.0025
326,515-MX570,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.328450086,0.364694063,0.00025,0.003088053,93.70436637,35.19594917,0.360063313,265.2755429,8.371365879,0.293414223,,468.9957144,144.5890035,0.0025,,0.015939087,0.0025
329,515-MX585,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.241440503,0.281444959,0.034257562,0.00025,104.3899993,60.72432253,0.276945174,46.01882928,7.038402081,0.095419938,,381.8915296,57.86613384,0.0025,,0.003980466,0.0025
331,515-MX589,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.576032103,0.319529015,0.003194022,0.00025,94.14113152,21.57558336,0.448151496,87.79045484,6.312606944,0.018382088,,402.7534863,155.6647942,0.0025,,0.007734335,0.0025
335,515-MX599,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.833628744,0.333043757,0.01531145,0.00025,100.0020542,9.763497851,0.294586332,40.85029157,6.561889751,0.04249858,,400.2469215,54.37964813,0.0025,,0.00681637,0.0025
336,515-MX649,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.850384002,0.257823278,0.00370837,0.00025,104.1352359,20.47955577,0.350411668,152.2788601,6.518628071,0.119615984,,363.2123276,97.11994608,0.0025,,0.005964534,0.0025
337,515-MX650,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.943808584,0.342938454,0.01773117,0.00317079,107.9578605,6.141396665,0.472267797,31.54591632,10.89955596,0.127353453,,331.4167151,52.84184431,0.0025,,0.011969519,0.0025
339,515-MX656,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.977917773,0.407902631,0.004554574,0.00025,107.905575,23.45532958,0.29679981,73.31971501,8.521207307,0.376765693,,397.2251951,73.03608706,0.0025,,0.029382223,0.0025
341,515-MX668,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.684184553,0.325338669,0.003373065,0.00025,94.75546953,18.24233291,0.242325778,42.79498588,7.233229532,0.191178424,,385.296475,68.54893988,0.0025,,0.008812088,0.0025
342,515-MX669,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.775130876,0.255612985,0.001727313,0.00025,105.0814129,20.87979196,0.801223067,97.68664827,5.718721668,0.041154887,,343.4166187,136.1679159,0.0025,,0.013727854,0.0025
345,526-MX486,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,4.668761438,0.181354577,0.011169513,0.00025,100.0404871,29.50279823,0.262983317,41.43815363,5.995058035,0.050406503,,253.5204671,55.56398244,0.0025,,0.007489268,0.0025
346,526-MX498,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,4.112204608,0.15211947,0.030053916,0.00025,97.5865659,61.98758378,0.431598299,320.0665005,6.045236584,0.009490406,,350.7578138,143.1799237,0.0025,,0.005223147,0.0025
347,526-MX504,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,4.721596419,0.203123197,0.02201784,0.00025,101.8232488,454.65249,0.354657844,130.8030368,7.017971016,0.001239432,,383.7807909,92.95780573,0.0025,,0.006987938,0.0025
349,526-ULU08,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,4.096901099,0.247266698,0.018532743,0.00025,93.415096,25.61658018,0.294197782,33.14615341,8.327722279,0.064039273,,292.864953,64.98942942,0.0025,,0.003163784,0.0025
354,526-ULU54,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,5.082875618,0.183357591,0.021945256,0.00025,99.24892142,17.09016885,0.241141559,38.85179806,7.63497969,0.08909732,,353.8035124,70.3968528,0.0025,,0.027746355,0.0025
356,531-MX573,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,5.279438987,0.35431207,0.012970864,0.006728618,103.6419952,12.90598658,0.290244717,44.26839691,7.932722197,0.03338242,,382.1311901,78.63946618,0.0025,,0.025881178,0.0025
357,531-MX581,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.951477794,0.419053478,0.00311853,0.000228549,97.02741573,8.56071087,0.542352783,63.35722167,8.924316241,0.041190104,,354.0298713,33.72284749,0.0025,,0.023980473,0.0025
358,531-MX588,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.743984493,0.354218974,0.00025,0.00025,104.4494205,18.51561218,0.264744799,43.14808529,6.205681444,0.0223703,,319.396678,81.03925954,0.0025,,0.020393598,0.0025
359,531-MX647,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,5.533051853,0.377968505,0.009526899,0.00025,92.1404093,19.126216,0.376853102,91.07884354,5.677726629,0.026857728,,356.2098837,39.88393095,0.0025,,0.0337467,0.0025
361,531-MX666,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.881359531,0.287023083,0.016701602,0.00025,92.94320761,28.73289903,0.459607522,107.728285,5.530439315,0.01517282,,345.4377679,116.5027644,0.0025,,0.021316774,0.0025
362,531-MX670,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,5.238387812,0.324903573,0.006733683,0.00025,95.32351053,18.97378797,0.389551022,191.8144383,6.08313369,0.033455788,,432.4104875,69.88474509,0.0025,,0.028108903,0.0025
363,531-MX676,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,5.232193876,0.27767783,0.004224229,0.00025,91.48405365,29.91880897,0.292629408,52.2587329,5.675338752,0.0025,,388.7743842,172.3786815,0.0025,,0.01794425,0.0025
364,531-MX677,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,5.677297038,0.244276674,0.015227617,0.00025,103.4702961,27.93831196,1.398162918,368.4921122,9.916615577,0.045797428,,518.6654391,150.2048018,0.0025,,0.107318983,0.0025
365,531-MX678,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,4.677537113,0.385956199,0.017450808,0.007265784,95.49728442,47.28643313,0.329770064,61.12497404,8.28591364,0.334286044,,376.2206323,116.8001221,0.0025,,0.019051951,0.0025
366,531-MX680,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,female,adult,Stable,Stable,6.698905822,0.269620695,0.009169732,0.000221993,99.72390706,31.59282508,0.328114163,89.88663879,7.565549406,0.104679894,,436.7463124,96.17166594,0.0025,,0.214682354,0.0025
370,535-ULU32,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,3.700990578,0.175711748,0.007424506,0.00025,110.0982249,69.17152099,0.544063534,105.8186124,7.792371605,0.04112228,,349.2423665,143.9335691,0.0025,,0.028908748,0.0025
372,535-ULU45,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,3.358265616,0.167422899,0.002342526,0.00025,93.08305068,20.95197362,0.291616267,62.08810321,6.914475959,0.04690013,,274.9081546,69.75241659,0.0025,,0.013175334,0.0025
373,535-ULU52,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,female,adult,Declining,Declining,4.869980826,0.15867133,0.022815288,0.00025,99.64431781,14.29687839,0.547473889,65.76594299,6.635893295,0.040148464,,253.0519174,63.71353759,0.0025,,0.034638679,0.0025
374,2019091,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Female,7,Increasing,Increasing,6.193962178,0.292248045,0.021699405,0.008049533,105.2425658,77.84311456,0.416277469,183.9311316,13.25810038,0.094444364,,320.9901436,27.46602017,,,,
378,2019093,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Female,>6,Increasing,Increasing,5.737357475,0.216199097,0.031158232,0.020511016,107.6571897,10.51114182,0.733369301,22.73460042,21.1869669,0.156486169,,234.2779352,24.34906529,,,,
380,2019092,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Female,5,Increasing,Increasing,5.275549893,0.25014158,0.016487757,0.011145491,89.67778515,2.466860755,1.03033011,24.12432581,35.98824764,0.018754608,,248.4763057,40.23752073,,,,
382,2019085,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Female,7,Increasing,Increasing,4.735993434,0.265461108,0.019992538,0.015306208,86.50625347,0.924879066,0.888419282,40.20451044,19.7530321,0.030229408,,251.1076436,20.05832532,,,,
387,2019082,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Female,8,Increasing,Increasing,7.327611758,0.279128105,0.047071526,0.018699687,139.3459189,92.17366279,0.787408587,440.5144075,17.71867585,0.067520127,,442.496576,31.42174486,,,,
390,2019079,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Female,9,Increasing,Increasing,5.420676586,0.212165819,0.019949048,0.020187141,108.0861446,5.720194021,0.37700283,32.14081146,13.81146881,0.022348535,,371.5262401,33.78411196,,,,
392,2019090,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Female,>8,Increasing,Increasing,5.323494818,0.328875536,0.026292564,0.037504452,99.78433134,71.08946071,1.032493527,252.8583613,16.86404905,0.005007468,,304.865388,32.95529323,,,,
397,114731,Seward Peninsula,Seward Peninsula,22C,2018,2018,Seward Peninsula-2018,Capture,M,6 mos.,Stable,Stable,4.816114308,0.434399367,0.035944435,0.022516538,110.3503474,9.22611767,0.538554677,28.16393347,19.44052811,0.008804268,,441.1058466,61.23885977,,,,
140,305-MX102,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,male,adult,Stable,Stable,6.559648857,0.3601902,0.039213123,0.008116789,120.9090097,137.0584501,0.612444132,70.29732003,13.15391285,0,,666.5827408,242.7376401,0.066881833,,0.060447887,0
143,305-MX109,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,male,adult,Stable,Stable,6.33593783,0.218125136,0.020673032,0.003927163,109.3214125,49.54186647,0.705079523,651.3872102,11.65411866,0,,377.2885266,137.2463111,0.058305045,,0.151946655,0
144,305-MX110,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,male,adult,Stable,Stable,5.754759135,0.227871533,0.015639478,0.006687266,99.38715928,67.34560732,1.869745848,705.6532805,13.83538852,0,,490.7988513,178.5206461,0.014497767,,0.045183611,0
145,305-MX111,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,male,adult,Stable,Stable,5.882579656,0.250787857,0.01944726,0.004565711,104.0661795,81.05359978,0.482723767,143.7731432,10.12620593,0,,427.9607479,71.93823586,0.05752429,,0.092021357,0
146,305-MX112,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,male,adult,Stable,Stable,5.480939361,0.226668449,2.842468096,0.007864349,96.57294968,116.3479672,1.929957809,139.5353827,11.71327848,0.005119237,,480.5124725,141.3525955,0.033527702,,4.036498265,0
150,305-MX117,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,male,adult,Stable,Stable,5.529949068,0.193960917,0.02556799,0.007233404,99.06573375,276.7197674,0.491198517,227.5309856,13.07058642,0.145719341,,410.2990454,160.985147,0.049055425,,0.059893782,0
152,331-MX188,East Victoria Island,East Victoria Island,Cambridge Bay,2014,2014,East Victoria Island-2014,Harvest,male,adult,Declining,Declining,6.316007074,0.079871762,0.48822776,0.0216032,107.1280659,60.97954062,3.130648554,360.2953542,80.14441693,6.389658856,,671.4014073,48.17741172,0.009096513,,0.027255812,0.014242494
153,351-MX212,East Victoria Island,East Victoria Island,Lady Franklin Point,2015,2014,East Victoria Island-2014,Harvest,male,adult,Declining,Declining,4.641103662,0.106734974,0.079525445,0.007237013,95.88786257,29.66863677,0.233251887,202.1232255,14.7799299,0.50791152,,291.6758782,56.93654931,0.020531217,,0.028407842,0.036600764
154,351-MX213,East Victoria Island,East Victoria Island,Lady Franklin Point,2015,2014,East Victoria Island-2014,Harvest,male,adult,Declining,Declining,5.405258768,0.132404465,0.118690148,0.018450521,102.539703,34.02463543,0.474752435,154.2578049,20.58238836,0.572038093,,493.636164,59.76024951,0,,0.046484669,0.035867625
156,351-MX236,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2015,2014,Nunavut Mainland-2014,Harvest,male,adult,Stable,Stable,5.471416519,0.235139195,0.096515882,0.021535208,94.12951205,40.61260867,1.477577447,88.31121112,34.47957789,1.09856401,,478.8825621,78.40652186,0,,0.296340871,0.015906651
157,397-MX268,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,male,adult,Declining,Declining,4.043719923,0.093855768,0.047957548,0.002603136,109.5900425,0,0.316300887,43.48797487,10.97142473,0.009968829,,339.4679078,29.58912771,0.02323052,,0.015757018,0
158,397-MX271,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2016,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,5.82108896,0.272407553,0.058604791,0.004029676,109.6482019,6.510637882,0.578807067,67.81412538,11.58545808,0,,543.7344295,70.69024731,0.05128783,,0.029974026,0
159,397-MX274 ,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,male,adult,Declining,Declining,5.455829546,0.085900042,0.120027726,0.00209341,113.0534177,0,0.446141877,40.54940575,11.29712267,0,,345.5211071,37.24170458,0.028434755,,0.072103334,0
160,397-MX275,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2016,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,5.28172764,0.146216829,0.069347595,0.012850489,111.0344956,49.02391578,0.624591226,79.30191815,34.88766233,0.116250686,,519.0413514,103.1414092,0.045869042,,0.039305818,0
161,397-MX280,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,male,adult,Declining,Declining,2.965669977,0.110293654,0.083799333,0.000698717,121.0076213,0,0.357971725,49.94122608,11.09918822,0.074746374,,336.9196789,52.6784162,0.043427974,,0.016073371,0
162,397-MX356,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2016,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,5.010735298,0.294781551,0.048715173,0.000909353,95.85850156,68.8701412,0.315787673,221.9955259,8.091875047,0.051319663,,431.7492718,69.33504112,0.014111919,,0.021228529,0.0025
163,397-MX357,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,male,adult,Declining,Declining,5.171935319,0.103046239,0.071583348,0.0038205,106.3942892,18.86986325,0.603901775,77.30299114,16.49843497,0,,408.8765894,75.15005198,0.043557946,,0.0503626,0
164,397-MX359,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,male,adult,Declining,Declining,5.018275916,0.110220741,0.118885238,0.002409662,103.8123133,34.07012125,0.586575351,106.1252306,13.10557348,0,,410.1211606,60.15300035,0.056910807,,0.042371814,0
165,397-MX360,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2016,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,4.917244876,0.203724594,0.163181081,0.013513745,94.38612292,49.57492419,40.00517826,875.5840758,13.93316693,0,,903.3581817,86.93964639,0.063032164,,0.013978263,0
166,397-MX361,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2016,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,4.841036368,0.26547461,0.051649959,0.000293778,93.40439801,46.69959194,0.905247081,153.4812699,11.73656564,0.080099377,,493.9903437,72.16836527,0.0025,,0.025230627,0.0025
167,397-MX362,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,male,adult,Declining,Declining,4.707948071,0.125083845,0.114658507,0.002764398,101.5206707,0,0.39554203,34.60547893,16.73223624,0.019429212,,397.2705182,12.35487528,0.051164796,,0.043241038,0
168,397-MX363,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,male,adult,Declining,Declining,5.026410937,0.112970246,0.110931594,0.004632288,112.8408227,8.171760788,0.362439239,55.09842265,14.26655405,0.002637477,,353.8803953,64.55348101,0.042153467,,0.01704302,0
169,397-MX364,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2016,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,5.122010738,0.218881312,0.059181662,0.012326352,99.75163962,53.86578688,1.652834196,118.4897246,27.65350049,0.015356495,,672.6683037,126.2819213,0.016251005,,0.03851142,0
170,397-MX365,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2016,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,5.467822681,0.192964767,0.054972441,0.013757484,112.5538888,65.06409353,1.113890803,255.5677523,12.65490212,0,,541.2834225,104.6445165,0.05201702,,0.022852897,0
171,397-MX367,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2016,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,5.693141227,0.271847976,0.048642851,0.002809327,113.1695091,26.60325237,0.491398238,63.52412095,11.91348912,0.274688342,,529.1410419,140.9512628,0.062759713,,0.020929451,0
174,402A-MX312,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,5.031583364,0.104717091,0.125821946,0.00844616,102.1285936,39.99206907,0.809973162,201.8059354,26.74277723,0.145860918,,428.8929948,49.78933296,0,,0.117775452,0
175,402A-MX315,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,4.084796836,0.136919114,0.076997078,0.008448505,116.088335,32.19320618,0.493720707,220.4589692,11.5190397,0.0387398,,704.3307009,111.3020058,0.00786854,,0.15378437,0
176,402A-MX316,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,5.79507868,0.102688199,0.084671034,0.00788604,119.5915542,26.63563599,0.33729903,101.1856017,12.90564821,0.136511871,,446.0808197,95.55449733,0.038900006,,0.103836951,0
177,402A-MX317,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,5.516410769,0.09222784,0.075165441,0.00416828,97.96423779,8.584775846,0.906461018,155.4031672,17.70570969,0.107372545,,467.3329325,56.30877409,0.029009646,,0.046200597,0
178,402A-MX318,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,5.645905142,0.111804704,0.13335017,0.003179626,100.3441723,0,0.418944452,100.3989726,20.97260484,0.098260294,,420.6460522,25.92017491,0.036650449,,0.023064108,0
179,402A-MX319,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,3.859574275,0.106324153,0.06892808,0.012061406,93.02175987,90.40180096,4.914122681,398.2761784,38.68345502,0.041913046,,726.4434775,91.37867178,0.020618939,,0.11090473,0
180,402A-MX320,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,5.260115995,0.075917824,0.051032367,0.00385116,95.44523433,17.00759712,0.309135748,183.9181366,13.91867891,0,,368.8323785,38.38592495,0,,0.072286966,0
181,402A-MX323,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,Unknown,Declining,Declining,3.575347477,0.105564969,0.053735315,0.003057422,85.56467599,72.85229464,0.97633541,126.6134999,14.90763453,5.8958389,,451.7898793,91.38917343,0.008561308,,0.108110409,0
182,402A-MX324,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,4.972541844,0.103026257,0.106176396,0.004099904,112.419929,25.28427524,0.355640746,125.3015459,9.983094024,1.13506433,,352.9944368,36.05587544,0.012138491,,0.104151688,0
183,402A-MX333,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,Unknown,Declining,Declining,4.452518674,0.08006289,0.067874838,0.002455247,99.43949132,39.26000564,0.552692065,122.0553309,11.60601624,1.485230363,,457.1108293,51.19102161,0.022496948,,0.233312577,0
184,402A-MX343,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,calf/yearling,Declining,Declining,4.031367239,0.22920793,0.082127589,0.00024416,111.5368247,33.74072322,0.314590012,104.061032,8.971692587,0.031688231,,525.6965129,67.76212385,0.03614309,,0.050115483,0.0025
192,434-MX350,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,4.530123594,0.099597978,0.04913653,0.001514854,97.21400277,38.66759866,0.304423535,59.49721158,8.3483044,0.043229778,,273.5386461,37.00115176,0,,0.014418136,0
193,434-MX369,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,3.977361916,0.076858926,0.079401522,0.003113154,96.30368821,13.64514038,0.23705725,52.23305948,9.256535394,0,,331.637528,35.31667397,0,,0.006832382,0
194,434-MX378,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,4.587291045,0.064812796,0.03789763,0.005687165,100.7639624,21.34384388,0.511191917,99.23673835,17.3880957,0,,399.0253814,50.5075676,0.032417185,,0.012606676,0
195,434-MX380,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,5.33372725,0.073980548,0.051139246,0.005536281,105.3515268,15.94137108,0.376708403,63.98796433,9.925204307,0.042493011,,487.6457091,33.86455198,0.018524662,,0.020541689,0
196,434-MX382,Nunavut Mainland,Nunavut Mainland,Cambridge Bay,2016,2016,Nunavut Mainland-2016,Harvest,male,adult,Stable,Stable,5.271670994,0.106448089,0.110307421,0.006293108,116.0182553,8.572445619,0.458350379,64.8342259,14.61906121,0.036434685,,427.8820585,57.8519046,0.029503055,,0.037189161,0
197,434-MX383,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,5.564792911,0.087974039,0.059238566,0.005621349,114.7470696,23.22882661,0.359601313,56.09686433,10.29974892,0.021178461,,462.1375075,109.2246853,0.053472382,,0.01639263,0
198,437-MX413,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2016,2016,NW Victoria Island-2016,Harvest,male,yearling,Declining,Declining,5.350040543,0.351378139,0.007814884,0.002165182,106.4939201,37.20166267,0.8246938,77.59742957,8.908648913,0.028519516,,422.1208295,59.0490863,0.0025,,0.088782435,0.0025
201,437-MX419,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2016,2016,NW Victoria Island-2016,Harvest,male,adult,Declining,Declining,6.226705206,0.144017431,0.039512162,0.006366495,120.7126557,28.79374188,0.509142975,264.4048085,18.29205813,0.147043526,,476.8461286,91.17887354,0.030439973,,0.039787606,0
202,442-MX405,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,male,adult,Declining,Declining,4.320882511,0.13281271,0.033969722,0.000459062,112.929853,47.80352768,0.952919005,237.4711162,8.349706223,0.042373475,,432.7111127,76.59939161,0.023918166,,0.013652353,0.0025
